Order ID,Order Item ID,Order YearMonth,Order Time,Order Quantity,Product Department,Product Category,Product Name,Customer ID,Customer Market,Customer Region,Customer Country,Warehouse Country,Shipment Mode,Shipment Days - Scheduled,Gross Sales,Discount %,Profit,day_for_shipping,shipping_date_count,order_date_count,late_risk,on_time,cross_border_shipping,distance_level,order_shipping_hotspots,abnormal_profit,Shipment Mode Numeric,order_date,shipment_date
13321,33343,201507,10:35,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,5513,Europe,Northern Europe,United Kingdom,Puerto Rico,First Class,1,300,0.07,150,234,42,79,1,0,1,3,838,0,3,2015-07-14,2016-03-04
21321,53317,201511,5:20,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,10677,Pacific Asia,South Asia,India,Puerto Rico,First Class,1,300,0.1,150,239,52,57,1,0,1,3,799,0,3,2015-11-08,2016-07-04
27306,68393,201602,14:09,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,3740,Pacific Asia,South Asia,Pakistan,Puerto Rico,First Class,1,300,0.06,150,199,10,56,1,0,1,3,752,0,3,2016-02-03,2016-08-20
29258,73179,201603,2:01,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,4406,Pacific Asia,Southeast Asia,Thailand,Puerto Rico,First Class,1,300,0.04,150,179,43,73,1,0,1,3,795,0,3,2016-03-03,2016-08-29
29258,73181,201603,2:01,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,4406,Pacific Asia,Southeast Asia,Thailand,Puerto Rico,First Class,1,300,0.03,150,184,41,73,1,0,1,3,795,0,3,2016-03-03,2016-09-03
39383,98329,201607,21:16,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,8810,North America,South of  USA,USA,Puerto Rico,First Class,1,300,0.16,150,82,9,72,1,0,1,3,903,0,3,2016-07-28,2016-10-18
39383,98326,201607,21:16,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,8810,North America,South of  USA,USA,Puerto Rico,First Class,1,300,0.17,150,86,23,72,1,0,1,3,903,0,3,2016-07-28,2016-10-22
39931,99619,201608,21:15,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,11612,North America,East of USA,USA,Puerto Rico,First Class,1,300,0.05,150,78,23,73,1,0,1,3,937,0,3,2016-08-05,2016-10-22
43901,109651,201610,20:07,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,10447,Europe,Eastern Europe,Poland,Puerto Rico,First Class,1,300,0.16,150,94,15,60,1,0,1,3,910,0,3,2016-10-02,2017-01-04
45368,113363,201610,6:04,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,1577,Africa,West Africa,Senegal,Puerto Rico,First Class,1,300,0.13,150,88,33,45,1,0,1,3,910,0,3,2016-10-24,2017-01-20
47568,118920,201611,8:50,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,10677,Africa,North Africa,Morocco,Puerto Rico,First Class,1,300,0.06,150,66,57,58,1,0,1,3,868,0,3,2016-11-25,2017-01-30
49358,123377,201612,11:57,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,1883,Europe,Southern Europe,Croatia,Puerto Rico,First Class,1,300,0.16,150,52,16,65,1,0,1,3,799,0,3,2016-12-21,2017-02-11
51028,127534,201701,21:01,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,5264,Europe,Southern Europe,Albania,Puerto Rico,First Class,1,300,0.17,150,83,10,32,1,0,1,3,743,0,3,2017-01-14,2017-04-07
51963,129820,201701,12:36,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,2521,LATAM,Central America,Honduras,Puerto Rico,First Class,1,300,0.12,150,74,10,60,1,0,1,3,743,0,3,2017-01-28,2017-04-12
51963,129822,201701,12:36,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,2521,LATAM,Central America,Honduras,Puerto Rico,First Class,1,300,0.1,150,80,53,60,1,0,1,3,743,0,3,2017-01-28,2017-04-18
1566,3911,201501,20:17,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,8378,LATAM,Central America,Mexico,Puerto Rico,Standard Class,4,300,0.04,150,5,34,42,1,0,1,3,977,0,0,2015-01-23,2015-01-28
1968,4922,201501,17:07,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,105,LATAM,Caribbean,Haiti,Puerto Rico,Standard Class,4,300,0.09,150,4,25,46,0,1,1,3,977,0,0,2015-01-29,2015-02-02
4728,11853,201503,0:04,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,2341,LATAM,Central America,Honduras,Puerto Rico,Standard Class,4,300,0.2,150,24,24,45,1,0,1,3,892,0,0,2015-03-11,2015-04-04
6736,16833,201504,7:34,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,577,LATAM,Central America,Guatemala,Puerto Rico,Standard Class,4,300,0.03,150,41,22,47,1,0,1,3,892,0,0,2015-04-09,2015-05-20
593,1453,201501,15:24,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,6667,LATAM,South America,Per,Puerto Rico,Standard Class,4,300,0.2,150,814,15,20,1,0,1,3,977,0,0,2015-01-09,2017-04-02
1563,3900,201501,19:14,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,12425,LATAM,Caribbean,Dominicanepublic,Puerto Rico,Standard Class,4,300,0.05,150,817,51,42,1,0,1,3,977,0,0,2015-01-23,2017-04-19
3135,7802,201502,17:58,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,698,LATAM,Central America,Mexico,Puerto Rico,Standard Class,4,300,0.09,150,814,13,30,1,0,1,3,830,0,0,2015-02-15,2017-05-09
6986,17496,201504,23:09,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,6523,LATAM,South America,Argentina,Puerto Rico,Standard Class,4,300,0.13,150,797,40,48,1,0,1,3,892,0,0,2015-04-12,2017-06-17
61308,153372,201706,22:34,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,4056,LATAM,South America,Brazil,Puerto Rico,Standard Class,4,300,0.12,150,1,49,64,0,0,1,3,772,0,0,2017-06-13,2017-06-14
63823,159536,201707,15:41,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,9114,Europe,Southern Europe,Spain,Puerto Rico,Standard Class,4,300,0.16,150,5,46,57,1,0,1,3,787,0,0,2017-07-20,2017-07-25
63841,159581,201707,21:59,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,3625,Europe,Northern Europe,United Kingdom,Puerto Rico,Standard Class,4,300,0.06,150,8,13,57,1,0,1,3,787,0,0,2017-07-20,2017-07-28
63841,159582,201707,21:59,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,3625,Europe,Northern Europe,United Kingdom,Puerto Rico,Standard Class,4,300,0.05,150,21,30,57,1,0,1,3,787,0,0,2017-07-20,2017-08-10
63953,159873,201707,13:14,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,10824,Europe,Southern Europe,Italy,Puerto Rico,Standard Class,4,300,0.17,150,22,56,65,1,0,1,3,787,0,0,2017-07-22,2017-08-13
65331,163287,201708,16:00,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,7328,Europe,Northern Europe,United Kingdom,Puerto Rico,Standard Class,4,300,0.13,150,22,15,68,1,0,1,3,781,0,0,2017-08-11,2017-09-02
853,2117,201501,10:29,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,5542,LATAM,Central America,Mexico,Puerto Rico,Standard Class,4,300,0.25,150,4,28,25,0,1,1,3,977,0,0,2015-01-13,2015-01-17
7756,19400,201504,4:55,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,3530,LATAM,Central America,Honduras,Puerto Rico,Standard Class,4,300,0.03,150,2,29,46,0,0,1,3,892,0,0,2015-04-24,2015-04-26
11061,27693,201506,10:48,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,698,Europe,Western Europe,France,Puerto Rico,Standard Class,4,300,0.06,150,2,26,53,0,0,1,3,833,0,0,2015-06-11,2015-06-13
11341,28359,201506,12:54,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,10653,Europe,Western Europe,Netherlands,Puerto Rico,Standard Class,4,300,0.13,150,2,67,69,0,0,1,3,833,0,0,2015-06-15,2015-06-17
11341,28360,201506,12:54,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,10653,Europe,Western Europe,Netherlands,Puerto Rico,Standard Class,4,300,0.12,150,2,67,69,0,0,1,3,833,0,0,2015-06-15,2015-06-17
15306,38276,201508,10:01,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,2447,Europe,Western Europe,Germany,Puerto Rico,Standard Class,4,300,0.03,150,2,44,66,0,0,1,3,821,0,0,2015-08-12,2015-08-14
17838,44568,201509,9:05,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,1588,Europe,Northern Europe,United Kingdom,Puerto Rico,Standard Class,4,300,0.12,150,4,47,71,0,1,1,3,798,0,0,2015-09-18,2015-09-22
17838,44567,201509,9:05,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,1588,Europe,Northern Europe,United Kingdom,Puerto Rico,Standard Class,4,300,0.13,150,4,47,71,0,1,1,3,798,0,0,2015-09-18,2015-09-22
29035,72647,201602,19:54,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,8370,Pacific Asia,Oceania,Australia,Puerto Rico,Standard Class,4,300,0.07,150,6,36,46,1,0,1,3,752,0,0,2016-02-28,2016-03-05
31606,78981,201604,8:38,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,1883,North America,West of USA,USA,Puerto Rico,Standard Class,4,300,0.25,150,2,41,61,0,0,1,3,812,0,0,2016-04-06,2016-04-08
33606,83890,201605,13:19,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,1493,North America,West of USA,USA,Puerto Rico,Standard Class,4,300,0.25,150,2,42,57,0,0,1,3,884,0,0,2016-05-05,2016-05-07
35208,87935,201605,22:34,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,7325,North America,US Center,USA,Puerto Rico,Standard Class,4,300,0.02,150,4,46,27,0,1,1,3,884,0,0,2016-05-28,2016-06-01
35933,89738,201606,12:34,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,135,North America,West of USA,USA,Puerto Rico,Standard Class,4,300,0.0,150,4,19,54,0,1,1,3,791,0,0,2016-06-08,2016-06-12
41573,103770,201608,20:31,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,6840,Africa,West Africa,Niger,Puerto Rico,Standard Class,4,300,0.02,150,4,51,68,0,1,1,3,937,0,0,2016-08-29,2016-09-02
57891,144848,201704,1:26,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,8917,LATAM,Central America,Honduras,Puerto Rico,Standard Class,4,300,0.01,150,2,43,64,0,0,1,3,803,0,0,2017-04-25,2017-04-27
57901,144879,201704,4:56,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,11866,LATAM,South America,Brazil,Puerto Rico,Standard Class,4,300,0.25,150,2,43,64,0,0,1,3,803,0,0,2017-04-25,2017-04-27
1196,2970,201501,10:39,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,2737,LATAM,South America,Brazil,Puerto Rico,Standard Class,4,300,0.03,150,2,24,36,0,0,1,3,977,0,0,2015-01-18,2015-01-20
1785,4456,201501,1:00,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,12024,LATAM,South America,Brazil,Puerto Rico,Standard Class,4,300,0.13,150,6,25,27,1,0,1,3,977,0,0,2015-01-27,2015-02-02
5996,14929,201503,12:18,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,7862,LATAM,Central America,Mexico,Puerto Rico,Standard Class,4,300,0.02,150,2,32,44,0,0,1,3,892,0,0,2015-03-29,2015-03-31
9598,23981,201505,2:15,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,7555,LATAM,Central America,Mexico,Puerto Rico,Standard Class,4,300,0.16,150,4,28,18,0,1,1,3,777,0,0,2015-05-21,2015-05-25
19273,48190,201510,7:50,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,2447,Europe,Western Europe,Netherlands,Puerto Rico,Standard Class,4,300,0.1,150,4,37,67,0,1,1,3,833,0,0,2015-10-09,2015-10-13
19305,48260,201510,19:03,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,9070,Europe,Northern Europe,United Kingdom,Puerto Rico,Standard Class,4,300,0.03,150,6,43,67,1,0,1,3,833,0,0,2015-10-09,2015-10-15
19836,49580,201510,13:05,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,4726,Europe,Western Europe,France,Puerto Rico,Standard Class,4,300,0.07,150,2,59,57,0,0,1,3,833,0,0,2015-10-17,2015-10-19
21215,53075,201511,16:12,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,10471,Pacific Asia,Eastern Asia,China,Puerto Rico,Standard Class,4,300,0.18,150,6,34,41,1,0,1,3,799,0,0,2015-11-06,2015-11-12
23216,58127,201512,21:14,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,3453,Pacific Asia,Eastern Asia,China,Puerto Rico,Standard Class,4,300,0.12,150,2,36,38,0,0,1,3,807,0,0,2015-12-05,2015-12-07
23216,58129,201512,21:14,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,3453,Pacific Asia,Eastern Asia,China,Puerto Rico,Standard Class,4,300,0.1,150,2,36,38,0,0,1,3,807,0,0,2015-12-05,2015-12-07
23673,59229,201512,13:21,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,7550,Pacific Asia,South Asia,India,Puerto Rico,Standard Class,4,300,0.12,150,4,56,55,0,1,1,3,807,0,0,2015-12-12,2015-12-16
23871,59755,201512,10:43,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,3217,Pacific Asia,South Asia,India,Puerto Rico,Standard Class,4,300,0.01,150,2,47,68,0,0,1,3,807,0,0,2015-12-15,2015-12-17
25301,63390,201601,7:43,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,2848,Pacific Asia,South Asia,India,Puerto Rico,Standard Class,4,300,0.05,150,2,42,57,0,0,1,3,896,0,0,2016-01-05,2016-01-07
25691,64340,201601,0:21,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,1785,Pacific Asia,Eastern Asia,China,Puerto Rico,Standard Class,4,300,0.12,150,2,36,27,0,0,1,3,896,0,0,2016-01-11,2016-01-13
35565,88815,201606,3:39,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,1577,North America,US Center,USA,Puerto Rico,Standard Class,4,300,0.09,150,6,38,61,1,0,1,3,791,0,0,2016-06-03,2016-06-09
41605,103849,201608,7:44,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,2609,Europe,Eastern Europe,Poland,Puerto Rico,Standard Class,4,300,0.2,150,6,38,70,1,0,1,3,937,0,0,2016-08-30,2016-09-05
41645,103956,201608,21:44,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,2609,Pacific Asia,West Asia,Turkey,Puerto Rico,Standard Class,4,300,0.06,150,6,38,70,1,0,1,3,937,0,0,2016-08-30,2016-09-05
43246,108031,201609,6:38,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,2496,Europe,Eastern Europe,Hungary,Puerto Rico,Standard Class,4,300,0.18,150,2,40,66,0,0,1,3,804,0,0,2016-09-23,2016-09-25
43246,108033,201609,6:38,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,2496,Europe,Eastern Europe,Hungary,Puerto Rico,Standard Class,4,300,0.17,150,2,40,66,0,0,1,3,804,0,0,2016-09-23,2016-09-25
49348,123353,201612,8:27,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,335,Europe,Eastern Europe,Ukraine,Puerto Rico,Standard Class,4,300,0.17,150,4,49,65,0,1,1,3,799,0,0,2016-12-21,2016-12-25
49953,124891,201612,4:24,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,3435,North America,Canada,Canada,Puerto Rico,Standard Class,4,300,0.03,150,4,33,50,0,1,1,3,799,0,0,2016-12-30,2017-01-03
51843,129531,201701,18:33,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,390,LATAM,Central America,Guatemala,Puerto Rico,Standard Class,4,300,0.18,150,4,57,55,0,1,1,3,743,0,0,2017-01-26,2017-01-30
59071,147844,201705,6:51,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,667,LATAM,South America,Chile,Puerto Rico,Standard Class,4,300,0.07,150,2,24,49,0,0,1,3,801,0,0,2017-05-12,2017-05-14
65561,163854,201708,0:35,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,3940,Europe,Western Europe,France,Puerto Rico,Standard Class,4,300,0.15,150,2,47,62,0,0,1,3,781,0,0,2017-08-15,2017-08-17
67583,168960,201709,12:59,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,5844,Europe,Western Europe,Germany,Puerto Rico,Standard Class,4,300,0.09,150,4,44,69,0,1,1,3,822,0,0,2017-09-13,2017-09-17
2123,5317,201501,23:25,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,10824,LATAM,South America,Colombia,Puerto Rico,Standard Class,4,50,0.12,125,4,31,21,0,1,1,3,977,0,0,2015-01-31,2015-02-04
4956,12400,201503,7:57,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,1371,LATAM,Caribbean,Dominicanepublic,Puerto Rico,Standard Class,4,50,0.03,125,2,32,53,0,0,1,3,892,0,0,2015-03-14,2015-03-16
7586,19013,201504,17:21,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,7369,LATAM,Central America,Mexico,Puerto Rico,Standard Class,4,50,0.2,125,2,17,26,0,0,1,3,892,0,0,2015-04-21,2015-04-23
8926,22259,201505,6:49,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,10517,LATAM,Central America,Mexico,Puerto Rico,Standard Class,4,50,0.15,125,2,19,39,0,0,1,3,777,0,0,2015-05-11,2015-05-13
9595,23971,201505,1:12,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,4080,LATAM,South America,Brazil,Puerto Rico,Standard Class,4,50,0.17,125,6,41,18,1,0,1,3,777,0,0,2015-05-21,2015-05-27
9901,24722,201505,12:24,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,5376,LATAM,South America,Brazil,Puerto Rico,Standard Class,4,50,0.13,125,2,41,29,0,0,1,3,777,0,0,2015-05-25,2015-05-27
11356,28408,201506,18:09,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,1371,Europe,Southern Europe,Italy,Puerto Rico,Standard Class,4,50,0.15,125,2,67,69,0,0,1,3,833,0,0,2015-06-15,2015-06-17
11356,28407,201506,18:09,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,1371,Europe,Southern Europe,Italy,Puerto Rico,Standard Class,4,50,0.16,125,2,67,69,0,0,1,3,833,0,0,2015-06-15,2015-06-17
11615,29041,201506,12:54,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,908,Europe,Western Europe,Belgium,Puerto Rico,Standard Class,4,50,0.1,125,6,40,69,1,0,1,3,833,0,0,2015-06-19,2015-06-25
11615,29040,201506,12:54,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,908,Europe,Western Europe,Belgium,Puerto Rico,Standard Class,4,50,0.12,125,6,40,69,1,0,1,3,833,0,0,2015-06-19,2015-06-25
13201,33034,201507,16:32,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,7500,Europe,Western Europe,Germany,Puerto Rico,Standard Class,4,50,0.1,125,2,37,25,0,0,1,3,838,0,0,2015-07-12,2015-07-14
13501,33832,201507,1:39,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,11635,Europe,Western Europe,France,Puerto Rico,Standard Class,4,50,0.06,125,2,50,58,0,0,1,3,838,0,0,2015-07-17,2015-07-19
15865,39650,201508,13:51,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,6428,Europe,Northern Europe,United Kingdom,Puerto Rico,Standard Class,4,50,0.2,125,6,31,60,1,0,1,3,821,0,0,2015-08-20,2015-08-26
23886,59795,201512,15:58,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,5243,Pacific Asia,Southeast Asia,Philippines,Puerto Rico,Standard Class,4,50,0.17,125,2,47,68,0,0,1,3,807,0,0,2015-12-15,2015-12-17
25988,65044,201601,8:24,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,3296,Pacific Asia,Southeast Asia,Philippines,Puerto Rico,Standard Class,4,50,0.04,125,4,17,26,0,1,1,3,896,0,0,2016-01-15,2016-01-19
25991,65055,201601,9:27,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,4987,Pacific Asia,South Asia,Bangladesh,Puerto Rico,Standard Class,4,50,0.03,125,2,31,26,0,0,1,3,896,0,0,2016-01-15,2016-01-17
27596,69087,201602,19:45,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,10153,Pacific Asia,Southeast Asia,Indonesia,Puerto Rico,Standard Class,4,50,0.13,125,2,42,68,0,0,1,3,752,0,0,2016-02-07,2016-02-09
29035,72649,201602,19:54,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,8370,Pacific Asia,Oceania,Australia,Puerto Rico,Standard Class,4,50,0.12,125,6,36,46,1,0,1,3,752,0,0,2016-02-28,2016-03-05
31308,78264,201604,0:14,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,11367,North America,West of USA,USA,Puerto Rico,Standard Class,4,50,0.15,125,4,25,64,0,1,1,3,812,0,0,2016-04-02,2016-04-06
31606,78979,201604,8:38,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,1883,North America,West of USA,USA,Puerto Rico,Standard Class,4,50,0.05,125,2,41,61,0,0,1,3,812,0,0,2016-04-06,2016-04-08
33338,83275,201605,15:26,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,316,North America,West of USA,USA,Puerto Rico,Standard Class,4,50,0.2,125,4,29,57,0,1,1,3,884,0,0,2016-05-01,2016-05-05
39986,99766,201608,16:31,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,752,North America,East of USA,USA,Puerto Rico,Standard Class,4,50,0.1,125,2,45,60,0,0,1,3,937,0,0,2016-08-06,2016-08-08
41256,102979,201608,5:27,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,3576,North America,West of USA,USA,Puerto Rico,Standard Class,4,50,0.07,125,2,38,76,0,0,1,3,937,0,0,2016-08-25,2016-08-27
45643,114080,201610,6:25,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,6699,Pacific Asia,South Asia,Iran,Puerto Rico,Standard Class,4,50,0.03,125,4,53,60,0,1,1,3,910,0,0,2016-10-28,2016-11-01
45643,114078,201610,6:25,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,6699,Pacific Asia,South Asia,Iran,Puerto Rico,Standard Class,4,50,0.04,125,4,53,60,0,1,1,3,910,0,0,2016-10-28,2016-11-01
49385,123440,201612,21:24,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,4831,Africa,West Africa,Nigeria,Puerto Rico,Standard Class,4,50,0.12,125,6,44,65,1,0,1,3,799,0,0,2016-12-21,2016-12-27
51053,127599,201701,5:47,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,348,Europe,Eastern Europe,Belarus,Puerto Rico,Standard Class,4,50,0.13,125,4,41,51,0,1,1,3,743,0,0,2017-01-15,2017-01-19
53388,133394,201702,7:50,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,7831,LATAM,South America,Argentina,Puerto Rico,Standard Class,4,50,0.16,125,4,46,30,0,1,1,3,814,0,0,2017-02-18,2017-02-22
55298,138293,201703,5:00,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,11635,LATAM,South America,Brazil,Puerto Rico,Standard Class,4,50,0.05,125,4,31,68,0,1,1,3,817,0,0,2017-03-18,2017-03-22
59336,148548,201705,3:41,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,7862,LATAM,South America,Brazil,Puerto Rico,Standard Class,4,50,0.03,125,2,53,55,0,0,1,3,801,0,0,2017-05-16,2017-05-18
4936,12348,201503,0:57,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,3429,LATAM,Caribbean,Cuba,Puerto Rico,First Class,1,50,0.06,125,2,32,53,1,0,1,3,892,0,3,2015-03-14,2015-03-16
4991,12498,201503,20:13,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,3211,LATAM,South America,Brazil,Puerto Rico,First Class,1,50,0.25,125,2,32,53,1,0,1,3,892,0,3,2015-03-14,2015-03-16
8985,22413,201505,3:29,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,3627,LATAM,Central America,Guatemala,Puerto Rico,Second Class,2,50,0.04,125,6,30,25,1,0,1,3,777,0,2,2015-05-12,2015-05-18
11331,28333,201506,9:24,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,11637,Europe,Northern Europe,United Kingdom,Puerto Rico,Second Class,2,50,0.18,125,2,67,69,0,1,1,3,833,0,2,2015-06-15,2015-06-17
17288,43220,201509,8:24,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,5994,Europe,Western Europe,France,Puerto Rico,Second Class,2,50,0.12,125,4,21,63,1,0,1,3,798,0,2,2015-09-10,2015-09-14
17296,43235,201509,11:12,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,1510,Europe,Western Europe,France,Puerto Rico,Second Class,2,50,0.1,125,2,47,63,0,1,1,3,798,0,2,2015-09-10,2015-09-12
21098,52750,201511,23:13,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,5290,Pacific Asia,Oceania,Australia,Puerto Rico,First Class,1,50,0.2,125,2,35,63,1,0,1,3,799,0,3,2015-11-04,2015-11-06
