payment_type,profit_per_order,sales_per_customer,category_id,category_name,customer_city,customer_country,customer_id,customer_segment,customer_state,customer_zipcode,department_id,department_name,latitude,longitude,market,order_city,order_country,order_customer_id,order_date,order_id,order_item_cardprod_id,order_item_discount,order_item_discount_rate,order_item_id,order_item_product_price,order_item_profit_ratio,order_item_quantity,sales,order_item_total_amount,order_profit_per_order,order_region,order_state,order_status,product_card_id,product_category_id,product_name,product_price,shipping_date,shipping_mode,label,late_risk,on_time,day_for_shipping,order_date_count,shipping_date_count
PAYMENT,-19.320192,87.362434,24.0,Women's Apparel,Parkville,EE. UU.,1596.0671,Consumer,PA,11603.596,5.0,Golf,40.668915,-76.58213,Europe,Amersfoort,Madagascar,1609.1519,2016-09-19,44262.324,502.0,16.9,0.15,110386.52,50.0,-0.14,2.0,100.0,83.814545,-19.57334,Western Europe,Holguin,PENDING_PAYMENT,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,2016-11-21,Standard Class,0,0,0,63,11,8
TRANSFER,-54.433823,387.96027,45.0,Fishing,Fresno,EE. UU.,11103.206,Corporate,IL,55105.45,7.0,Fan Shop,40.320835,-90.29881,Europe,Angers,Netherlands,11121.85,2017-06-02,67892.56,1004.0,13.643295,0.03,170710.81,399.98,-0.22007182,1.0,399.98,383.98,-55.18704,Western Europe,North Holland,PENDING,1004.0,45.0,Field & Stream Sportsman 16 Gun Fire Safe,399.98,2017-09-23,Second Class,1,1,0,113,18,26
PAYMENT,-19.294592,113.09,18.0,Men's Footwear,El Monte,EE. UU.,1514.4373,Corporate,UT,89108.68,4.0,Apparel,41.894413,-105.05776,LATAM,Matagalpa,Panama,1574.9668,2017-05-31,61449.164,403.0,19.547705,0.15,153496.92,129.99,-0.13,1.0,129.99,113.09,-11.222058,Central America,Panama,PENDING_PAYMENT,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.99,2017-09-15,Standard Class,1,1,0,107,19,16
TRANSFER,45.483383,179.96362,24.0,Women's Apparel,Caguas,Puerto Rico,5672.081,Consumer,PR,725.0,5.0,Golf,18.275894,-66.37055,LATAM,La Romana,Angola,5723.421,2015-05-08,8749.464,502.0,12.978004,0.07,21653.365,50.0,0.27,4.0,199.99,179.99422,45.094025,Caribbean,Tabasco,PENDING,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,2015-05-31,Second Class,1,1,0,23,25,14
PAYMENT,14.240744,163.99,24.0,Women's Apparel,Caguas,Puerto Rico,5725.3135,Consumer,PR,725.0,5.0,Golf,18.24368,-66.370544,Pacific Asia,Choloma,Turkey,5494.6455,2016-02-08,45110.23,502.0,0.0,0.0,112145.85,50.0,0.09,3.0,150.0,159.99,14.939858,West Asia,Istanbul,PENDING_PAYMENT,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,2016-06-14,Standard Class,-1,0,1,127,10,14
DEBIT,12.1860075,191.94414,48.0,Water Sports,Toa Alta,EE. UU.,2414.011,Consumer,CA,92553.37,7.0,Fan Shop,34.14645,-118.22975,Pacific Asia,Cincinnati,Malasia,2681.2166,2016-12-05,45272.535,1073.0,9.1,0.04,117982.875,199.99,0.11,1.0,199.99,188.99,11.281453,West Asia,Aman,COMPLETE,1073.0,48.0,Pelican Sunstream 100 Kayak,199.99,2016-12-12,Second Class,1,1,0,7,13,11
PAYMENT,179.43358,395.98,45.0,Fishing,Caguas,Puerto Rico,9641.994,Consumer,PR,725.0,7.0,Fan Shop,18.273037,-66.37054,Europe,Nashville,Netherlands,9674.925,2015-06-17,11113.335,1004.0,7.5,0.01,27433.025,399.98,0.45,1.0,399.98,395.98,181.59106,Western Europe,Tunisia,PENDING_PAYMENT,1004.0,45.0,Field & Stream Sportsman 16 Gun Fire Safe,399.98,2015-07-26,Standard Class,1,1,0,39,9,30
CASH,104.54471,197.38846,6.0,Tennis & Racquet,Atlanta,EE. UU.,3710.1643,Consumer,NY,11357.499,2.0,Fitness,40.744164,-75.20286,Africa,Saint-Michel-sur-Orge,Nigeria,3631.3545,2016-06-27,45830.65,88.9626,16.03786,0.07,115259.51,44.99,0.48,5.0,200.0,197.99,114.468735,West Africa,Nelson,CLOSED,116.0,5.64768,Nike Men's Comfort 2 Slide,49.98,2016-08-11,Standard Class,-1,0,1,45,32,18
TRANSFER,115.615166,247.40938,43.0,Camping & Hiking,Caguas,Puerto Rico,10691.042,Home Office,PR,725.0,7.0,Fan Shop,18.239923,-66.370605,USCA,Everett,United States,10817.176,2016-06-06,42451.688,957.0,40.0,0.15,109211.305,299.98,0.46,1.0,299.98,251.98,117.58166,East of USA,Gezira,PENDING,957.0,43.0,Diamondback Women's Serene Classic Comfort Bi,299.98,2016-08-27,Second Class,1,1,0,82,34,33
TRANSFER,40.35766,143.9891,46.0,Indoor/Outdoor Games,Caguas,Puerto Rico,2716.6965,Consumer,PR,725.0,7.0,Fan Shop,18.265615,-66.37051,LATAM,San Francisco de Macoris,Dominican Republic,2769.5105,2017-03-09,57221.47,1014.0,6.5,0.05,143885.19,49.98,0.28,3.0,149.94,139.8052,40.491158,Caribbean,Dix-Huit Montagnes,PENDING,1014.0,46.0,O'Brien Men's Neoprene Life Vest,49.98,2017-03-22,Standard Class,-1,0,1,13,21,16
DEBIT,-28.181793,106.59,36.0,Golf Gloves,Stamford,EE. UU.,3896.001,Corporate,IL,76617.55,6.0,Outdoors,33.007282,-97.43545,Africa,Courbevoie,Egypt,3652.3262,2016-11-27,47406.453,793.04443,36.30276,0.25,118252.125,39.99,-0.22624716,4.0,129.99,108.702095,-28.438646,North Africa,Menia,COMPLETE,820.0127,29.0,Titleist Pro V1x High Numbers Golf Balls,39.99,2017-01-06,Standard Class,1,1,0,40,15,10
DEBIT,190.56947,391.98,9.0,Cardio Equipment,Caguas,Puerto Rico,10786.803,Corporate,PR,725.0,3.0,Footwear,18.260056,-66.37053,Europe,Troisdorf,France,10955.76,2015-06-03,16827.17,191.0,6.704952,0.02,43870.082,99.99,0.48,4.0,399.98,393.22104,187.01648,Western Europe,Alsace-Champagne-Ardenne-Lorraine,COMPLETE,191.0,9.0,Nike Men's Free 5.0+ Running Shoe,99.99,2015-08-15,Standard Class,0,0,0,73,16,24
PAYMENT,32.196842,58.19,29.0,Shop By Sport,Mcallen,EE. UU.,10735.819,Corporate,IL,60437.594,5.0,Golf,42.03929,-90.04274,LATAM,Iasi,Colombia,10762.566,2016-12-08,51229.57,627.0,15.0,0.17,127032.93,39.99,0.48,2.0,79.98,59.39,31.928207,South America,Laghouat,PENDING_PAYMENT,627.0,29.0,Under Armour Girls' Toddler Spine Surge Runni,39.99,2017-02-25,Standard Class,0,0,0,79,6,17
PAYMENT,-303.42758,104.368164,18.0,Men's Footwear,Sun Valley,EE. UU.,6304.313,Corporate,CA,94031.555,4.0,Apparel,37.175907,-120.75079,Europe,Ixtapaluca,Italy,6582.4033,2015-07-23,14288.736,403.0,25.99,0.2,36456.96,129.99,-2.69489,1.0,129.99,103.99,-294.37723,Southern Europe,Veneto,PENDING_PAYMENT,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.99,2015-10-15,Standard Class,1,1,0,84,23,9
DEBIT,19.834085,109.19,46.0,Indoor/Outdoor Games,Merced,EE. UU.,6047.3604,Consumer,CA,92629.88,7.0,Fan Shop,33.64253,-117.202835,Europe,Dongguan,France,5796.407,2015-08-02,13836.513,1014.0,36.0,0.25,33565.035,49.98,0.16,3.0,129.99,109.19,21.378555,Western Europe,Isle of France,COMPLETE,1014.0,46.0,O'Brien Men's Neoprene Life Vest,49.98,2015-08-04,First Class,1,1,0,2,28,15
DEBIT,25.970013,104.377396,18.0,Men's Footwear,Caguas,Puerto Rico,349.6296,Corporate,PR,725.0,4.0,Apparel,18.27618,-66.04357,Pacific Asia,Tabuk,India,331.84406,2015-12-14,29964.793,403.0,27.0,0.18,74355.68,129.99,0.26,1.0,129.99,108.22654,27.859793,West Asia,Saxony,COMPLETE,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.99,2016-03-05,Standard Class,1,1,0,82,11,15
DEBIT,-201.20206,175.99,46.0,Indoor/Outdoor Games,Guaynabo,EE. UU.,903.866,Corporate,WV,37078.63,7.0,Fan Shop,37.330677,-84.96151,LATAM,Cancun,Mexico,968.12036,2017-04-03,56664.895,1014.0,21.0,0.1,140763.53,49.98,-1.2229221,4.0,199.92,170.75519,-191.40392,Central America,Quintana Roo,COMPLETE,1014.0,46.0,O'Brien Men's Neoprene Life Vest,49.98,2017-04-20,Second Class,0,0,0,17,9,26
TRANSFER,65.258224,165.99,24.0,Women's Apparel,Caguas,Puerto Rico,11163.647,Consumer,PR,725.0,5.0,Golf,18.274176,-66.370575,Europe,Callao,United Kingdom,11210.805,2015-02-15,1150.5596,502.0,25.0,0.16,2790.9927,50.0,0.44,4.0,199.99,169.9696,66.58556,Northern Europe,England,PROCESSING,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,2015-06-17,Standard Class,1,1,0,122,20,15
TRANSFER,79.25003,248.98,43.0,Camping & Hiking,Brooklyn,EE. UU.,12050.782,Corporate,HI,97319.78,7.0,Fan Shop,18.29417,-123.07339,Pacific Asia,Birigui,New Zealand,12029.53,2016-03-25,30647.238,957.0,49.982544,0.16,75208.97,299.98,0.33,1.0,299.98,247.86096,76.84104,Oceania,North Carolina,PENDING,957.0,43.0,Diamondback Women's Serene Classic Comfort Bi,299.98,2016-03-30,Standard Class,0,0,0,5,15,8
DEBIT,83.66783,181.99,17.0,Cleats,Caguas,Puerto Rico,8578.777,Consumer,PR,725.0,4.0,Apparel,18.207663,-66.37054,LATAM,Pavlodar,Peru,8323.7705,2015-06-16,3589.9868,365.0,33.990234,0.17,9394.921,59.99,0.46,4.0,199.99,185.98506,81.20053,South America,Espirito Santo,COMPLETE,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99,2015-10-24,Second Class,0,0,0,130,22,16
DEBIT,81.79533,189.99,46.0,Indoor/Outdoor Games,Caguas,Puerto Rico,4512.3906,Corporate,PR,725.0,7.0,Fan Shop,18.264818,-66.3706,Europe,Dreux,Spain,4440.7573,2015-12-02,7755.2686,1014.0,6.0,0.03,18334.969,49.98,0.45,4.0,199.92,189.99,77.03557,Southern Europe,Alexandria,COMPLETE,1014.0,46.0,O'Brien Men's Neoprene Life Vest,49.98,2016-03-03,First Class,1,1,0,92,10,14
PAYMENT,29.980011,128.69,18.0,Men's Footwear,Tulare,EE. UU.,3074.0588,Consumer,CA,94121.17,4.0,Apparel,32.799213,-117.855515,Pacific Asia,Manukau City,Indonesia,3162.418,2016-02-22,24548.969,403.0,2.0,0.01,61656.035,129.99,0.26,1.0,129.99,126.067604,32.118385,Southeast Asia,Jakarta,PENDING_PAYMENT,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.99,2016-03-27,Standard Class,-1,0,1,34,11,33
PAYMENT,-136.06407,452.8684,9.0,Cardio Equipment,Bronx,EE. UU.,9823.304,Home Office,NY,11213.7705,3.0,Footwear,41.62984,-73.909065,USCA,Neijiang,United States,9878.473,2016-06-27,40772.934,191.0,60.0,0.12,97056.51,99.99,-0.38388622,5.0,499.95,454.32382,-118.65562,East of USA,New York,PENDING_PAYMENT,191.0,9.0,Nike Men's Free 5.0+ Running Shoe,99.99,2016-11-21,Standard Class,1,1,0,147,32,8
TRANSFER,-9.472152,39.132965,29.0,Shop By Sport,Brooklyn,EE. UU.,2864.5466,Consumer,MI,21057.838,5.0,Golf,40.678894,-77.34756,Africa,Alexandria,Egypt,2887.6917,2017-07-20,51180.41,627.0,1.5,0.05,126909.91,39.99,-0.16,1.0,39.99,38.18403,2.6390069,East Africa,Niamey,PENDING,627.0,29.0,Under Armour Girls' Toddler Spine Surge Runni,39.99,2017-11-13,Second Class,1,1,0,116,20,10
DEBIT,22.940687,185.99,46.0,Indoor/Outdoor Games,Santa Ana,EE. UU.,5699.6016,Corporate,CA,92024.97,7.0,Fan Shop,33.89513,-117.91313,Pacific Asia,Tianjin,China,5558.6494,2016-05-05,29859.652,1014.0,9.9,0.044125374,74547.51,49.98,0.13,4.0,199.95,188.99242,23.679617,Eastern Asia,Tianjin,COMPLETE,1014.0,46.0,O'Brien Men's Neoprene Life Vest,49.98,2016-06-02,Second Class,1,1,0,28,14,9
DEBIT,-7.768966,84.97296,46.0,Indoor/Outdoor Games,Caguas,Puerto Rico,10091.456,Corporate,PR,725.0,7.0,Fan Shop,18.208277,-66.37051,LATAM,Munich,Chile,10290.083,2015-01-13,975.6987,1014.0,14.0,0.15,2550.8513,49.98,-0.17,2.0,99.96,85.29888,-6.3524256,South America,Queensland,COMPLETE,1014.0,46.0,O'Brien Men's Neoprene Life Vest,49.98,2015-01-15,Standard Class,-1,0,1,2,15,12
DEBIT,13.560392,165.94994,5.9427066,Tennis & Racquet,Diamond Bar,EE. UU.,9203.782,Consumer,CA,92699.41,2.0,Fitness,33.99606,-118.190796,LATAM,Casablanca,Brazil,9089.228,2017-08-21,55648.375,134.0,21.0,0.12,141958.19,47.99,0.08,4.0,164.38,167.99,15.4966545,South America,Sao Paulo,COMPLETE,116.0,6.0000443,Nike Men's Comfort 2 Slide,45.65086,2017-10-05,First Class,1,1,0,45,28,7
DEBIT,18.510708,38.318836,29.0,Shop By Sport,Caguas,Puerto Rico,4927.779,Corporate,PR,725.0,5.0,Golf,18.253202,-66.37059,Pacific Asia,Balikpapan,China,5373.38,2016-01-31,24982.348,627.0,2.7534409,0.07,63991.152,39.99,0.48,1.0,39.99,37.864304,14.660671,Eastern Asia,Alabama,COMPLETE,627.0,29.0,Under Armour Girls' Toddler Spine Surge Runni,39.99,2016-02-03,Standard Class,-1,0,1,3,17,8
DEBIT,-137.62558,283.83865,9.0,Cardio Equipment,Clementon,EE. UU.,6101.057,Consumer,FL,38099.605,3.0,Footwear,25.919493,-82.92206,Europe,Carrara,France,6298.463,2015-07-10,15121.328,191.0,100.0,0.25,38262.266,99.99,-0.7,4.0,399.96,293.95947,-168.07584,Western Europe,Languedoc-Roussillon-Midi-Pyrenees,COMPLETE,191.0,9.0,Nike Men's Free 5.0+ Running Shoe,99.99,2015-11-01,Standard Class,1,1,0,114,21,8
DEBIT,10.2441435,54.59,37.0,Accessories,Caguas,Puerto Rico,4388.3228,Consumer,PR,725.0,6.0,Outdoors,18.271107,-66.37056,LATAM,Ananindeua,Mexico,4516.6655,2015-05-12,9009.314,885.7495,12.0,0.17,22050.906,24.99,0.11,4.0,89.98016,57.59,12.134278,Central America,Virginia,COMPLETE,897.0,40.078068,Team Golf Pittsburgh Steelers Putter Grip,24.99,2015-05-27,First Class,1,1,0,15,15,23
DEBIT,-59.17242,377.98,45.0,Fishing,Princeton,EE. UU.,8816.775,Corporate,CA,92210.19,7.0,Fan Shop,36.092545,-118.31505,Europe,Rawalpindi,Germany,8930.783,2017-07-28,63861.42,1004.0,26.046383,0.07,159767.03,399.98,-0.25,1.0,399.98,371.98,-68.89067,Western Europe,Niamey,COMPLETE,1004.0,45.0,Field & Stream Sportsman 16 Gun Fire Safe,399.98,2017-08-21,Standard Class,0,0,0,24,7,31
PAYMENT,-5.612624,37.49,29.0,Shop By Sport,Caguas,Puerto Rico,2648.3044,Corporate,PR,725.0,5.0,Golf,18.289148,-66.37056,Africa,Luanda,Angola,2901.631,2016-10-14,45340.31,627.0,2.3184028,0.05,116673.16,39.99,-0.40577006,1.0,39.99,37.49,0.0,Central Africa,Luanda,PENDING_PAYMENT,627.0,29.0,Under Armour Girls' Toddler Spine Surge Runni,39.99,2016-10-26,Standard Class,-1,0,1,12,12,9
TRANSFER,-112.921425,299.99,45.0,Fishing,Honolulu,EE. UU.,6591.4316,Corporate,IL,60623.08,7.0,Fan Shop,41.42225,-90.11495,Pacific Asia,Belo Horizonte,Malasia,6299.755,2016-01-18,25527.672,1004.0,99.44768,0.25,63482.28,399.98,-0.6205361,1.0,399.98,299.98,-132.73311,Southeast Asia,Kuala Lumpur,PENDING,1004.0,45.0,Field & Stream Sportsman 16 Gun Fire Safe,399.98,2016-01-24,First Class,1,1,0,6,16,23
DEBIT,-269.28104,379.98,45.0,Fishing,Tulare,EE. UU.,9204.102,Consumer,IN,19691.346,7.0,Fan Shop,39.9509,-80.19474,LATAM,Arnhem,Brazil,9123.012,2017-02-24,58127.363,1004.0,20.0,0.05,147318.16,399.98,-0.77,1.0,399.98,379.9766,-246.25507,South America,Lower Saxony,COMPLETE,1004.0,45.0,Field & Stream Sportsman 16 Gun Fire Safe,399.98,2017-08-17,Standard Class,1,1,0,174,21,19
DEBIT,-4.63669,50.021072,46.0,Indoor/Outdoor Games,Redmond,EE. UU.,5474.038,Corporate,FL,97281.76,7.0,Fan Shop,43.054317,-122.65869,Europe,Munich,Germany,5677.581,2015-08-04,16880.893,1014.0,0.0,0.0,41731.875,49.98,-0.24,1.0,49.98,49.525654,0.0,Western Europe,Bavaria,COMPLETE,1014.0,46.0,O'Brien Men's Neoprene Life Vest,49.98,2015-08-22,First Class,1,1,0,18,17,18
PAYMENT,123.55723,254.96916,43.0,Camping & Hiking,Del Rio,EE. UU.,7169.064,Consumer,NY,11386.87,7.0,Fan Shop,39.959133,-74.24694,USCA,Dallas,United States,7264.4775,2016-09-30,39560.094,957.0,36.0,0.13,100529.445,299.98,0.47,1.0,299.98,251.98,116.70014,US Center ,Texas,PENDING_PAYMENT,957.0,43.0,Diamondback Women's Serene Classic Comfort Bi,299.98,2016-12-30,Second Class,1,1,0,91,11,7
DEBIT,46.221695,110.49,18.0,Men's Footwear,Caguas,Puerto Rico,5735.1094,Consumer,PR,725.0,4.0,Apparel,18.2198,-66.370514,Pacific Asia,Goyang,Japan,5286.8716,2016-05-13,34842.87,403.0,20.0,0.15,85614.89,129.99,0.44,1.0,129.99,111.57542,44.36677,Eastern Asia,Capital District,COMPLETE,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.99,2016-05-27,Standard Class,-1,0,1,14,18,15
TRANSFER,175.98286,347.98,45.0,Fishing,Columbus,EE. UU.,961.60834,Corporate,NY,11205.122,7.0,Fan Shop,40.74565,-73.912605,LATAM,Tijuana,Mexico,957.7268,2016-12-16,57720.895,1004.0,48.0,0.13,145215.36,399.98,0.48,1.0,399.98,351.96872,170.60066,Central America,Federal District,PENDING,1004.0,45.0,Field & Stream Sportsman 16 Gun Fire Safe,399.98,2017-05-01,Second Class,1,1,0,136,9,34
TRANSFER,76.620415,195.99,5.419174,Tennis & Racquet,Caguas,Puerto Rico,7272.958,Corporate,PR,725.0,2.0,Fitness,18.23657,-66.370605,Europe,Al Amarah,Germany,7064.536,2017-06-21,61865.133,134.0,48.0,0.18,157724.06,49.98,0.36,5.0,249.9,197.99,79.209755,Western Europe,Chimaltenango,PENDING,113.781075,5.6375318,Nike Men's Comfort 2 Slide,49.98,2017-08-14,Standard Class,-1,0,1,54,25,26
TRANSFER,96.214165,224.99,46.0,Indoor/Outdoor Games,Los Angeles,EE. UU.,4450.8193,Consumer,CA,91707.85,7.0,Fan Shop,34.16911,-118.2895,Pacific Asia,Nishinomiya,China,4155.2847,2016-01-19,27091.35,1014.0,26.0,0.1,66764.195,49.98,0.45,5.0,249.9,224.99,96.03105,Eastern Asia,Bishkek,PENDING,1014.0,46.0,O'Brien Men's Neoprene Life Vest,49.98,2016-02-16,Standard Class,-1,0,1,28,13,9
DEBIT,119.03646,278.95593,43.0,Camping & Hiking,Caguas,Puerto Rico,6282.331,Corporate,PR,725.0,7.0,Fan Shop,18.227674,-66.37052,LATAM,San Martin,El Salvador,5976.6978,2015-01-01,1418.9265,957.0,17.99624,0.06,3551.2827,299.98,0.42,1.0,299.98,283.48,124.38293,Central America,Maranhao,ON_HOLD,957.0,43.0,Diamondback Women's Serene Classic Comfort Bi,299.98,2015-01-07,Same Day,0,0,0,6,41,9
TRANSFER,-239.28593,335.98,45.0,Fishing,Clearfield,EE. UU.,2495.2935,Home Office,NY,11206.335,7.0,Fan Shop,41.40309,-74.16092,LATAM,Villeneuve-d'Ascq,Mexico,2736.3801,2015-05-11,7664.2207,1004.0,64.313126,0.15,19793.719,399.98,-0.73,1.0,399.98,339.98,-235.21887,Central America,England,PROCESSING,1004.0,45.0,Field & Stream Sportsman 16 Gun Fire Safe,399.98,2015-05-12,Standard Class,-1,0,1,1,22,12
PAYMENT,11.907423,41.488354,24.0,Women's Apparel,Caguas,Puerto Rico,9735.19,Consumer,PR,725.0,5.0,Golf,18.28414,-66.37063,LATAM,Sesto San Giovanni,Mexico,9948.496,2015-03-13,5265.5796,502.0,9.0,0.18,12492.901,50.0,0.29,1.0,50.0,40.99705,11.494419,Central America,Yucatan,PENDING_PAYMENT,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,2015-03-13,First Class,1,1,0,0,18,18
PAYMENT,12.178936,147.30489,24.0,Women's Apparel,Caguas,Puerto Rico,10169.043,Consumer,PR,725.0,5.0,Golf,18.248152,-66.370544,Europe,London,United Kingdom,10343.376,2016-11-15,60984.203,502.0,14.0,0.1,151724.8,50.0,0.1,3.0,155.14337,141.37152,10.61009,Northern Europe,England,PENDING_PAYMENT,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,2017-04-02,Standard Class,1,1,0,138,12,28
PAYMENT,51.346977,103.842224,18.0,Men's Footwear,Chicago,EE. UU.,10370.93,Corporate,IL,60637.01,4.0,Apparel,41.05313,-87.931015,LATAM,Leon,Mexico,10419.4,2017-02-28,52380.363,403.0,26.0,0.2,132452.02,129.99,0.5,1.0,129.99,100.78,51.246807,Central America,Guanajuato,PENDING_PAYMENT,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.99,2017-03-30,First Class,1,1,0,30,17,25
CASH,29.14974,386.08295,45.0,Fishing,Caguas,Puerto Rico,130.64186,Consumer,PR,725.0,7.0,Fan Shop,18.204271,-66.37051,Africa,Henderson,Nigeria,120.33645,2016-11-20,50852.023,1004.0,13.991035,0.03,125667.195,399.98,0.08,1.0,399.98,383.98,32.82904,North Africa,New South Wales,CLOSED,1004.0,45.0,Field & Stream Sportsman 16 Gun Fire Safe,399.98,2017-07-03,Standard Class,1,1,0,225,10,15
TRANSFER,138.06981,299.99,17.0,Cleats,La Mesa,EE. UU.,11310.458,Corporate,FL,33034.895,4.0,Apparel,32.75856,-80.235214,LATAM,Guadalajara,Mexico,11501.036,2017-01-31,55193.777,365.0,0.0,0.0,138452.84,59.99,0.46512407,5.0,299.95,299.98,139.43144,Central America,Jalisco,PROCESSING,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99,2017-03-06,Same Day,0,0,0,34,12,9
CASH,23.179155,48.944397,24.0,Women's Apparel,Caguas,Puerto Rico,8605.21,Corporate,PR,725.0,5.0,Golf,18.238583,-66.37053,LATAM,Santo Domingo,Dominican Republic,8605.979,2017-04-19,58016.637,502.0,0.0,0.0,146562.2,50.0,0.46,1.0,50.0,49.752705,22.983282,Caribbean,Santo Domingo,CLOSED,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,2017-05-05,Standard Class,-1,0,1,16,11,47
TRANSFER,74.67408,245.98,17.0,Cleats,Caguas,Puerto Rico,1628.2952,Consumer,PR,725.0,4.0,Apparel,18.26014,-66.37062,LATAM,Santo Domingo,Dominican Republic,1631.5532,2015-07-26,1127.9695,365.0,54.0,0.18,2770.0374,59.99,0.33,5.0,299.95,245.98,70.62982,Caribbean,Santo Domingo,PROCESSING,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99,2015-10-01,Standard Class,-1,0,1,67,20,15
DEBIT,6.157467,104.37556,37.0,As Seen on  TV!,Caguas,Puerto Rico,10540.808,Consumer,PR,725.0,6.0,Outdoors,18.202375,-66.3706,Europe,Alcobendas,Germany,10744.069,2015-09-02,17818.24,627.0,17.99,0.15,43308.613,30.289751,0.08,4.0,119.97,103.99,6.6747947,Western Europe,Bavaria,COMPLETE,804.0,39.52382,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,34.99,2015-09-28,First Class,1,1,0,26,11,20
TRANSFER,56.320892,124.79,24.0,Women's Apparel,Caguas,Puerto Rico,9042.387,Consumer,PR,725.0,5.0,Golf,18.255945,-66.370544,Pacific Asia,Daca,Bangladesh,8892.719,2015-01-31,21631.143,502.0,15.6,0.12,56085.87,50.0,0.45,3.0,150.0,127.39,53.93061,South Asia,Daca,PENDING,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,2015-04-29,Standard Class,-1,0,1,88,15,17
PAYMENT,-238.18362,127.436676,18.0,Men's Footwear,Garden Grove,EE. UU.,6623.1626,Corporate,CA,92059.77,4.0,Apparel,33.978428,-117.88525,Pacific Asia,Canberra,Australia,6544.5044,2016-01-16,26521.697,403.0,0.0,0.0,66819.836,129.99,-1.7,1.0,129.99,129.99,-209.5956,Oceania,Australian Capital Territory,PENDING_PAYMENT,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.99,2016-03-08,Standard Class,0,0,0,52,13,14
DEBIT,47.586506,420.28552,9.0,Cardio Equipment,Caguas,Puerto Rico,3684.057,Consumer,PR,725.0,3.0,Footwear,18.29796,-66.370575,Pacific Asia,Adelaide,Australia,3574.7625,2015-04-02,23089.248,191.0,75.0,0.17,58790.324,99.99,0.11,5.0,499.95,411.15738,53.3264,Oceania,Fars,COMPLETE,191.0,9.0,Nike Men's Free 5.0+ Running Shoe,99.99,2015-08-02,Second Class,1,1,0,122,22,21
CASH,1.9198674,39.985504,75.0,Video Games,Caguas,Puerto Rico,18596.053,Corporate,PR,725.0,9.0,Discs Shop,18.255842,-66.03406,Pacific Asia,Villa Nueva,South Korea,18843.143,2017-12-03,75523.7,1362.0,2.0,0.03,178708.7,39.75,0.07045847,1.0,39.75,38.016087,2.6162486,Eastern Asia,Seoul,CLOSED,1362.0,75.0,Fighting video games,39.75,2018-01-14,Standard Class,1,1,0,42,11,6
PAYMENT,52.954117,139.41435,46.0,Indoor/Outdoor Games,Smyrna,EE. UU.,6753.6846,Consumer,CA,89555.766,7.0,Fan Shop,34.0145,-117.09002,LATAM,Vannes,Mexico,7005.2593,2017-04-14,57220.184,1014.0,42.496952,0.25,146620.7,49.98,0.37,4.0,199.35188,133.1165,53.85613,Central America,Nuevo Leon,PENDING_PAYMENT,1014.0,46.0,O'Brien Men's Neoprene Life Vest,49.98,2017-04-24,Second Class,1,1,0,10,16,24
TRANSFER,114.98097,254.98,17.0,Cleats,Middletown,EE. UU.,261.28348,Consumer,CA,60643.4,4.0,Apparel,36.91754,-122.35369,Europe,Berlin,Germany,324.1473,2017-04-29,61979.055,365.0,48.0,0.15,155213.0,59.99,0.47,5.0,299.95,249.9,117.58192,Western Europe,Berlin,PROCESSING,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99,2017-07-07,Same Day,1,1,0,69,19,28
DEBIT,36.83661,128.11726,46.0,Indoor/Outdoor Games,San Juan,EE. UU.,5516.601,Consumer,IL,60436.254,7.0,Fan Shop,41.39202,-87.66409,Pacific Asia,Suzhou,China,5411.772,2015-04-01,23260.83,1014.0,21.657087,0.13,58528.125,49.98,0.28,3.0,149.94,124.79,43.176086,Eastern Asia,Gansu,COMPLETE,1014.0,46.0,O'Brien Men's Neoprene Life Vest,49.98,2015-07-21,Second Class,1,1,0,111,18,19
DEBIT,82.869835,188.99736,24.0,Women's Apparel,Henderson,EE. UU.,4224.792,Corporate,TX,77191.66,5.0,Golf,32.812172,-98.40794,Europe,Acireale,Italy,4104.955,2015-04-08,8898.806,502.0,64.0,0.25,21715.023,50.0,0.46,5.0,250.0,189.97447,84.46584,West Asia,Lacio,COMPLETE,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,2015-04-28,First Class,1,1,0,20,30,14
